pos_x,pos_y,rotation,side,designator,mpn,pack,footprint,value,mount_type
78.34,-101.88,-90.0,top,Q35,,,3D,DNP,smt
145.14,-135.99,180.0,top,Q4,,,3D,3D,smt
209.53,-93.63,0.0,top,Q4,,,3D,3D,smt
135.77,-139.83,-90.0,bottom,Q40,,,SOT-523,SOT-523,smt
137.84,-139.83,-90.0,bottom,Q41,,,SOT-523,SOT-523,smt
141.38,-143.21,180.0,bottom,Q42,,,TSOT-23,TSOT-23,smt
141.66,-136.29,180.0,bottom,Q43,,,TSOT-23,TSOT-23,smt
144.94,-136.31,180.0,bottom,Q44,,,TSOT-23,TSOT-23,smt
152.78,-136.07,180.0,bottom,Q45,,,TSOT-23,TSOT-23,smt
171.94,-135.57,-90.0,bottom,Q46,,,SOT-416,SOT-416,smt
214.6,-137.73,-90.0,bottom,Q47,,,SOT-89-3,SOT-89-3,smt
208.13,-103.92,90.0,bottom,Q48,,,SOT-89-3,SOT-89-3,smt
146.8,-94.1,180.0,bottom,Q49,,,SOT-416L,SOT-416L,smt
136.42,-105.05,90.0,bottom,Q50,,,TSOT-23,TSOT-23,smt
75.49,-53.23,180.0,bottom,Q50,,,SOT-89-3,SOT-89-3,smt
175.36,-116.92,180.0,top,Q51,,,SOT-416L,SOT-416L,smt
81.37,-51.39,90.0,bottom,Q51,,,SOT-23,SOT-23,smt
174.84,-113.02,90.0,top,Q53,,,TSOT-23,TSOT-23,smt
169.88,-139.61,180.0,top,Q54,,,SOT-416,SOT-416,smt
138.1,-95.5,90.0,top,Q55,,,SOT-416,SOT-416,smt
123.92,-89.79,180.0,top,Q56,,,SOT-416,SOT-416,smt
123.18,-81.37,0.0,top,Q58,,,SOT-416L,SOT-416L,smt
115.24,-79.35,90.0,top,Q59,,,3D,3D,smt
114.95,-82.7,180.0,top,Q60,,,3D,3D,smt
117.08,-86.81,0.0,top,Q61,,,SOT-416L,SOT-416L,smt
119.0075,-71.2,90.0,top,Q62,,,SOT-89-3,SOT-89-3,smt
81.18,-55.61,90.0,top,Q64,,,SOT-416L,SOT-416L,smt
84.3,-52.54,0.0,top,Q65,,,SOT-23,SOT-23,smt
78.37,-55.86,90.0,top,Q66,,,SOT-416,SOT-416,smt
